id,word,answer,hint,category
1975,天狗になる,てんぐになる,自慢して高慢になる。,慣用句
1976,拍子木を打つ,ひょうしぎをうつ,物事の始まりや合図をする。,慣用句
1977,目くじらを立てる,めくじらをたてる,些細なことで他人の欠点を責める。,慣用句
1978,寝たふり,ねたふり,知らないふりをすること。,慣用句
1979,泥をかぶる,どろをかぶる,他人の罪や失敗を一身に受ける。,慣用句
1980,身を引く,みをひく,それまでの地位や役目から退く。,慣用句
1981,骨を拾う,ほねをひろう,死後の世話をする。転じて後始末をする。,慣用句
1982,鼻を鳴らす,はなをならす,不満や甘えを示す。,慣用句
1983,後ろ髪を引かれる,うしろがみがひかれる,心残りがある。,慣用句
1984,虫の居所が悪い,むしのいどころがわるい,機嫌が悪い。,慣用句
1985,白い目で見られる,しろいめでみられる,冷たい視線で見られる。,慣用句
1986,目の敵にする,めのかたきにする,ひどく恨み憎む。,慣用句
1987,髪の毛一本通さない,かみのけいっぽんとおさない,少しの隙もない。,慣用句
1988,箸にも棒にもかからない,はしにもぼうにもかからない,どうしようもない。,慣用句
1989,ぬれぎぬを着せられる,ぬれぎぬをきせられる,無実の罪を負わされる。,慣用句
1990,一か八か,いちかばちか,運を天に任せて思い切ってやってみること。,慣用句
1991,尻尾を出す,しっぽをだす,隠し事がばれる。,慣用句
1992,腹が黒い,はらがくろい,内心に悪意がある。,慣用句
1993,白を切る,しらをきる,知らぬふりをする。,慣用句
1994,他人事ではない,ひとごとではない,自分にも関係がある。,慣用句
1995,青筋を立てる,あおすじをたてる,怒りや苦痛で額などに血管が浮き出る。,慣用句
1996,膝を乗り出す,ひざをのりだす,興味や期待を示す。,慣用句
1997,鼻をへし折る,はなをへしおる,高慢な態度を改めさせる。,慣用句
1998,火の消えたよう,ひのきえたよう,活気が全くない様子。,慣用句
1999,鬼の首を取ったよう,おにのくびをとったよう,大変な手柄を立てたかのように喜ぶ。,慣用句
2000,地に足がつかない,ちにあしがつかない,落ち着かない様子。,慣用句
2001,弾みがつく,はずみがつく,勢いがつく。,慣用句
2002,風の前の塵,かぜのまえのちり,消えやすいもののたとえ。,ことわざ
2003,口八丁手八丁,くちはっちょうてはっちょう,口も手もよく動くこと。,ことわざ
2004,指をくわえる,ゆびをくわえる,傍観しているだけ。,慣用句
2005,耳を澄ます,みみをすます,注意して聞く。,慣用句
2006,手を拱く,てをこまねく,何もしないで見ているだけ。,慣用句
2007,泥仕合,どろじあい,互いに醜い争いをする。,慣用句
2008,目の色を変える,めのいろをかえる,怒ったり熱中したりして表情を変える。,慣用句
2009,後ろ指を指される,うしろゆびをさされる,陰で非難される。,慣用句
2010,肩を怒らせる,かたをいからせる,怒って肩を張る。,慣用句
2011,頭をひねる,あたまをひねる,あれこれ考える。,慣用句
2012,袖にすがる,そでにすがる,助けを求める。,慣用句
2013,茶番に付き合う,ちゃばんにつきあう,馬鹿げた芝居に付き合う。,慣用句
2014,血道を上げる,ちみちをあげる,あることに夢中になり、前後を顧みない。,慣用句
2015,根を下ろす,ねをおろす,定着する。,慣用句
2016,煮ても焼いても食えない,にてもやいてもくえない,手に負えない。,慣用句
2017,水に油,みずにあぶら,混じり合わない。,慣用句
2018,骨肉の争い,こつにくのあらそい,親族間の争い。,慣用句
2019,舌打ちをする,したうちをする,不満や苛立ちを示す。,慣用句
2020,火遊びをする,ひあそびをする,危険なことに手を出す。,慣用句
2021,骨が折れる,ほねがおれる,苦労する。,慣用句
2022,目に余る,めにあまる,度が過ぎて見ていられない。,慣用句
2023,耳目を集める,じもくをあつめる,人々の注目を集める。,慣用句
2024,蚊帳の外,かやのそと,物事に関係なく、蚊帳の外に置かれる。,慣用句
2025,高を止める,たかをやめる,いい加減なところでやめる。,慣用句
2026,脛を出す,すねをだす,隠し事が露見する。,慣用句
2027,鼻持ちならない,はなもちならない,嫌でたまらない。,慣用句
2028,手際が良い,てぎわがよい,物事の処理が手早く巧みである。,慣用句
2029,足が地につかない,あしがちにつかない,落ち着かない様子。,慣用句
2030,息を潜める,いきをひそめる,気付かれないように静かにする。,慣用句
2031,色をなす,いろをなす,怒りの表情になる。,慣用句
2032,後を引く,あとをひく,事が終わっても影響が残る。,慣用句
2033,肩身が狭い,かたみがせまい,恥ずかしく、引け目を感じる。,慣用句
2034,肝を潰す,きもをつぶす,ひどく驚く。,慣用句
2035,食い下がる,くいさがる,しつこく交渉したり要求したりする。,慣用句
2036,尻尾を巻く,しっぽをまく,恐れて逃げ出す。,慣用句
2037,筋が通る,すじがとおる,道理にかなっている。,慣用句
2038,手が付けられない,てがつけられない,手に負えない。,慣用句
2039,のめり込む,のめりこむ,夢中になる。,慣用句
2040,心血を注ぐ,しんけつをそそぐ,精神と肉体の全てを傾ける。,慣用句
2041,地に落ちる,ちにおちる,名誉や地位を失う。,慣用句
2042,手を貸す,てをかす,協力する。,慣用句
2043,目にする,めにする,見かける。,慣用句
2044,耳にする,みみにする,聞く。,慣用句
2045,鼻につく,はなにつく,嫌味に感じる。,慣用句
2046,尻が落ち着かない,しりがおちつかない,そわそわする。,慣用句
2047,口をすぼめる,くちをすぼめる,不満や驚きを表す。,慣用句
2048,口を開く,くちをひらく,話し始める。,慣用句
2049,舌鼓を打つ,したつづみをうつ,おいしそうに食べる。,慣用句
2050,首を回す,くびをまわす,首を左右に動かす。,慣用句
2051,心を奪われる,こころをうばわれる,夢中になる。,慣用句
2052,気がつく,きがつく,気づく、意識する。,慣用句
2053,気が済む,きがすむ,満足する。,慣用句
2054,気が向く,きがむく,気が乗る。,慣用句
2055,気が重い,きがおもい,憂鬱である。,慣用句
2056,気が長い,きがながい,我慢強い。,慣用句
2057,気が遠くなる,きがとおくなる,あまりのことに意識が遠のく。,慣用句
2058,気が早い,きがはやい,先走る。,慣用句
2059,気が知れない,きがしれない,何を考えているか分からない。,慣用句
2060,気が小さい,きがちいさい,小心である。,慣用句
2061,気が大きい,きがおおきい,度量が広い。,慣用句
2062,膝を打つ,ひざをうつ,納得したり、感心したりする。,慣用句
2063,あごで使う,あごでつかう,偉そうに人を使うこと,ことわざ
2064,足が出る,あしがでる,予算を超過して赤字になること,ことわざ
2065,恩に着せる,おんにきせる,与えた恩恵をことさら強調し、相手に感謝を強いること,ことわざ
2066,言葉を濁す,ことばをにごす,はっきりと言わず、曖昧な表現をすること,ことわざ
2067,隅に置けない,すみにおけない,予想以上に能力がある、ただ者ではないこと,ことわざ
2068,調子に乗る,ちょうしにのる,良い気分になって、さらに勢いづくこと。度が過ぎる場合にも使う,ことわざ
2069,人肌脱ぐ,ひとはだぬぐ,困っている人のために、自分の力を尽くして助けること,ことわざ
2070,躍起になる,やっきになる,必死になって物事に取り組む様子,ことわざ
2071,横車を押す,よこぐるまをおす,道理に合わないことを無理に押し通そうとすること,ことわざ
2072,後回しにする,あとまわしにする,すべきことを後に延ばすこと,ことわざ
2073,寝たふり,ねたふり,寝ているように見せかけること。知らんぷりをすること,ことわざ
2074,泥をかぶる,どろをかぶる,他人の罪や責任を自分一人で負うこと,ことわざ
2075,身を引く,みをひく,それまでの地位や立場から退くこと,ことわざ
2076,骨を拾う,ほねをひろう,死者の遺骨を拾う。転じて、亡くなった人の残された仕事や後始末をすること,ことわざ
2077,鼻を鳴らす,はなをならす,得意になったり、不満を表現したりするために鼻を鳴らす,ことわざ
2078,後ろ髪を引かれる,うしろがみがひかれる,心残りがあって、立ち去りがたい気持ち,ことわざ
2079,白い目で見られる,しろいめでみられる,冷たい視線で見られる、軽蔑されること,ことわざ
2080,目の敵にする,めのかたきにする,憎らしく思って、何かと敵対すること,ことわざ
2081,髪の毛一本通さない,かみのけいっぽんとおさない,少しの隙も与えない、非常に厳重なさま,ことわざ
2082,箸にも棒にもかからない,はしにもぼうにもかからない,どうすることもできないほど、手に負えないこと,ことわざ
2083,ぬれぎぬを着せられる,ぬれぎぬをきせられる,身に覚えのない罪を負わされること,ことわざ
2084,一か八か,いちかばちか,結果はどうなろうと、運を天に任せて思い切ってやってみること,ことわざ
2085,尻尾を出す,しっぽをだす,隠していた悪事や本性がばれること,ことわざ
2086,腹が黒い,はらがくろい,内心に悪意や悪巧みを抱いていること,ことわざ
2087,白を切る,しらをきる,知っているのに知らないふりをすること,ことわざ
2088,他人事ではない,ひとごとではない,自分にも関係があること,ことわざ
2089,青筋を立てる,あおすじをたてる,怒りや興奮で血管が浮き上がること,ことわざ
2090,膝を乗り出す,ひざをのりだす,興味津々で、前のめりになる様子,ことわざ
2091,火の消えたよう,ひのきえたよう,活気がなく、寂しい様子,ことわざ
2092,鬼の首を取ったよう,おにのくびをとったよう,大成功を収めて、大得意になる様子,ことわざ
2093,風の前の塵,かぜのまえのちり,消えやすくはかないもののたとえ,慣用句
2094,口八丁手八丁,くちはっちょうてはっちょう,口も手も達者で、何でもこなすこと,慣用句
2095,指をくわえる,ゆびをくわえる,傍観しているだけで、何もできないこと,慣用句
2096,手を拱く,てをこまねく,腕組みをして、何もせずに傍観していること,慣用句
2097,泥仕合,どろじあい,互いに相手の弱点を暴露し合い、醜い争いをすること,慣用句
2098,目の色を変える,めのいろをかえる,怒りや驚きなどで表情が激しく変わること,慣用句
2099,後ろ指を指される,うしろゆびをさされる,陰で悪口を言われたり、非難されたりすること,慣用句
2100,肩を怒らせる,かたをいからせる,威張って歩く様子,慣用句
2101,頭をひねる,あたまをひねる,解決策を求めてあれこれ考えること,慣用句
2102,袖にすがる,そでにすがる,助けを求めて、相手に頼ること,慣用句
2103,茶番に付き合う,ちゃばんにつきあう,ばかげた芝居や振る舞いに、仕方なく付き合うこと,慣用句
2104,血道を上げる,ちみちをあげる,ある物事に夢中になり、度を越して熱中すること,慣用句
2105,根を下ろす,ねをおろす,しっかりと定着すること,慣用句
2106,煮ても焼いても食えない,にてもやいてもくえない,手に負えないほど性質が悪いこと,慣用句
2107,水に油,みずにあぶら,互いに混じり合わず、うまく協調できない関係,慣用句
2108,舌打ちをする,したうちをする,不満や苛立ちを表すために舌を鳴らすこと,慣用句
2109,高を止める,たかをやめる,これまで続いてきた傲慢な態度をやめること,慣用句
2110,脛を出す,すねをだす,隠していた悪いことや弱点が露見すること,慣用句
2111,鼻持ちならない,はなもちならない,我慢できないほど、その態度や言動が不快であること,慣用句
2112,手際が良い,てぎわがいい,物事を要領よく、手早くこなすこと,慣用句
2113,足が地につかない,あしがちにつかない,地に足が着かず、落ち着かない様子,慣用句
2114,息を潜める,いきをひそめる,気付かれないように、静かにしていること,慣用句
2115,色をなす,いろをなす,怒りの表情を浮かべること,慣用句
2116,後を引く,あとをひく,一度終わったことが、その後も影響を及ぼし続けること,慣用句
2117,肩身が狭い,かたみがせまい,世間に対して引け目を感じて、居心地が悪いこと,慣用句
2118,肝を潰す,きもをつぶす,非常に驚き、恐れること,慣用句
2119,食い下がる,くいさがる,しつこく交渉や要求を続けること,慣用句
2120,愚公移山,ぐこういざん,たゆまぬ努力を続ければ、どんな困難な事業でも成し遂げられること,故事成語
2121,一炊の夢,いっすいのゆめ,人生の栄華がはかないことのたとえ,故事成語
2122,虎の尾を踏む,とらのおをふむ,きわめて危険なことをすることのたとえ,故事成語
2123,鶏鳴狗盗,けいめいくとう,つまらないことしかできない者でも、時に役立つことがあること,故事成語
2124,画餅に帰す,がべいにきす,絵に描いた餅のように、実際には何の役にも立たないこと,故事成語
2125,天網恢恢疎にして漏らさず,てんもうかいかいそにしてもらさず,悪事を行えば、必ず天罰を受けることのたとえ,故事成語
2126,一将功成りて万骨枯る,いっしょうこうなりてばんこつかる,一人の将軍が功績を上げる陰には、多くの兵士の犠牲があること,故事成語
2127,李下に冠を正さず,りかにかんむりをたださず,人から疑われるような行動は慎むべきであることのたとえ,故事成語
2128,苛政は虎よりも猛し,かせいはとらよりもたけし,人民を苦しめるひどい政治は、虎の害よりも恐ろしいこと,故事成語
2129,腹八分目に医者いらず,はらはちぶんめにいしゃいらず,満腹になるまで食べず、腹八分目にしておけば病気にならず医者にかかる必要がないということ,ことわざ
2130,早寝早起き病知らず,はやねはやおきやまいしらず,早く寝て早く起きる健康的な生活をしていれば、病気にかからずにすむということ,ことわざ
2131,類は友を呼ぶ,るいはともをよぶ,似た者同士は自然に集まり、仲間になるということ,ことわざ
2132,下手な考え休むに似たり,へたなかんがえやすむににたり,中途半端な考えをするくらいなら、何もしない方がましだということ,ことわざ
2133,地獄の釜の蓋が開く,じごくのかまのふたがあく,悪事を働く者や悪い世の中がはびこるようになること,ことわざ
2134,当たらずとも遠からず,あたらずともとおからず,完全に的中してはいないが、大体は合っていること,ことわざ
2135,三方一両損,さんぽういちりょうぞん,三者が少しずつ損をすることで、全体として穏便に解決すること,ことわざ
2136,提灯に釣り鐘,ちょうちんにつりがね,二つのものが似ているようで全く釣り合わず、比較にならないこと,ことわざ
2137,後ろの正面だあれ,うしろのしょうめんだあれ,鬼ごっこで、鬼が背後にいる者を当てる遊びから、隠れた真の敵や黒幕のこと,ことわざ
2138,隗より始めよ,かいよりはじめよ,大きな事業を始めるには、まず手近なところから着手すべきであるということ,ことわざ
2139,朝顔に釣瓶取られてもらい水,あさがおにつるべとられてもらいみず,風流を解する心によって、不便を不便と感じないこと,ことわざ
2140,情けをかける,なさけをかける,相手をかわいそうに思い、優しく接すること,慣用句
2141,手の施しようがない,てのほどこしようがない,どうすることもできない状態であること,慣用句
2142,顔が曇る,かおがくもる,心配事や不機嫌な様子が顔に現れること,慣用句
2143,眉間にしわを寄せる,みけんにしわをよせる,不満や不機嫌、思案などの感情を表すこと,慣用句
2144,舌が回る,したがまわる,言葉がすらすらとよく出てくること,慣用句
2145,首をすくめる,くびをすくめる,恐怖や寒さなどで身を縮める、または気後れする様子,慣用句
2146,猫をかぶる,ねこをかぶる,本性を隠して、おとなしそうなふりをすること,慣用句
2147,拍子木を打つ,ひょうしぎをうつ,物事を始める合図や、注意を促すこと,慣用句
2148,目くじらを立てる,めくじらをたてる,他人のわずかな欠点や過失を厳しく指摘して非難すること,慣用句
2149,寝たふり,ねたふり,知っているのに知らないふりをすること,慣用句
2150,泥をかぶる,どろをかぶる,他人の罪や失敗を自分一人で引き受けること,慣用句
2151,身を引く,みをひく,役職や地位を辞退すること,慣用句
2152,骨を拾う,ほねをひろう,死者の遺骨を拾い集めること。転じて、死後の世話をすること,慣用句
2153,鼻を鳴らす,はなをならす,得意になったり、不満を示したりして鼻から息を出す音を立てる,慣用句
2154,後ろ髪を引かれる,うしろがみがひかれる,心残りがあって、立ち去りがたい気持ちであること,慣用句
2155,虫の居所が悪い,むしのいどころがわるい,機嫌が悪く、ちょっとしたことでも怒り出す状態であること,慣用句
2156,白い目で見られる,しろいめでみられる,冷たい視線で見られたり、冷遇されたりすること,慣用句
2157,目の敵にする,めのかたきにする,ひどく憎んで敵視すること,慣用句
2158,髪の毛一本通さない,かみのけいっぽんとおさない,少しの隙も与えないほど厳重であること,慣用句
2159,箸にも棒にもかからない,はしにもぼうにもかからない,どうしようもないほどひどい状態であること,慣用句
2160,尻尾を出す,しっぽをだす,隠していた悪事や本性がばれること,慣用句
2161,腹が黒い,はらがくろい,心根がよこしまなこと,慣用句
2162,他人事ではない,ひとごとではない,自分にも関係のある問題であること,慣用句
2163,青筋を立てる,あおすじをたてる,ひどく興奮したり怒ったりして、額やこめかみに血管が浮き出ること,慣用句
2164,膝を乗り出す,ひざをのりだす,興味津々で、身を乗り出すように話を聞くこと,慣用句
2165,火の消えたよう,ひのきえたよう,それまで賑やかだった場所が急に静まり返って寂しくなる様子,慣用句
2166,愚公移山,ぐこういざん,たゆまぬ努力を続ければ、どんな難事業でも必ず成し遂げられるということ,故事成語
2167,一炊の夢,いっすいのゆめ,人の世の栄枯盛衰や富貴は、はかないものであるということ,故事成語
2168,虎の尾を踏む,とらのおをふむ,非常に危険なことや、恐ろしいことのたとえ,故事成語
2169,鶏鳴狗盗,けいめいくとう,つまらない才能や芸でも、それが意外なところで役立つことがあるということ,故事成語
2170,画餅に帰す,がべいにきす,計画や努力が全て無駄に終わり、何の成果も得られないこと,故事成語
2171,天網恢恢疎にして漏らさず,てんもうかいかいそにしてもらさず,天の報いは公平であり、悪事を働いた者は必ず罰せられること,故事成語
2172,一将功成りて万骨枯る,いっしょうこうなりてばんこつかる,一人の将軍が手柄を立てる裏には、無数の兵士の犠牲があること,故事成語
2173,李下に冠を正さず,りかにかんむりをたださず,人から疑われるような行動は避けるべきであるということ,故事成語
2174,苛政は虎よりも猛し,かせいはとらよりもたけし,人々を苦しめる厳しい政治は、人食い虎よりも恐ろしいということ,故事成語
2175,足がつく,あしがつく,悪事が露見すること,慣用句
2176,気が乗る,きがのる,何かをする意欲がわくこと,慣用句
2177,喉が鳴る,のどがなる,食べたいものが目の前にあり、我慢できない様子,慣用句
2178,手を染める,てをそめる,ある事柄に関わり始める。特に悪いことに。,慣用句
2179,息を吹き返す,いきをふきかえす,絶望的な状況から立ち直ること,慣用句
2180,肝を煎る,きもをいる,ひどく心配したり、気を揉んだりすること,慣用句
2181,身を乗り出す,みをのりだす,興味津々で前のめりになる様子,慣用句
2182,袖をまくる,そでをまくる,本気になって仕事を始める,慣用句
2183,目処が立つ,めどがたつ,先行きの見通しが立つこと,慣用句
2184,歯止めをかける,はどめをかける,進行中の物事を中断させたり、悪化を防いだりすること,慣用句
2185,拍子を打つ,ひょうしをうつ,物事の進行に合わせて手や足でリズムをとる,慣用句
2186,頭の片隅に置く,あたまのかたすみにおく,心の中に軽く覚えておく,慣用句
2187,胸に迫る,むねにせまる,感動や悲しみで胸がいっぱいになる,慣用句
2188,腰が砕ける,こしがくだける,驚きや恐ろしさで気力がなくなる,慣用句
2189,鼻を鳴らす,はなをならす,得意になったり、不満を表したりして鼻から音を出す,慣用句
2190,背に腹は代えられぬ,せにはらはかえられぬ,差し迫った状況では、大切なものを犠牲にしても仕方がないこと,ことわざ
2191,牛に引かれて善光寺参り,うしにひかれてぜんこうじまいり,他人の誘いや偶発的な出来事をきっかけに、思いがけず良い方向へ向かうこと,ことわざ
2192,転んでもただでは起きない,ころんでもただではおきない,失敗しても、必ず何かを学び、次に生かそうとすること,ことわざ
2193,類は友を呼ぶ,るいはともをよぶ,似た者同士は自然と集まるということ,ことわざ
2194,提灯に釣り鐘,ちょうちんにつりがね,二つのものが似ているようで全く違うこと,ことわざ
2195,火中の栗を拾う,かちゅうのくりをひろう,他人の利益のために、自ら危険を冒すこと,ことわざ
2196,油を売る,あぶらをうる,無駄話をして時間を潰すこと,慣用句
2197,我慢比べ,がまんくらべ,互いに我慢してどちらが先に音を上げるかを競うこと,慣用句
2198,心に留める,こころにとめる,忘れないように心に覚えておく,慣用句
2199,言わずもがな,いわずもがな,言わない方が良い、言うまでもないこと,慣用句
2200,眉を逆立てる,まゆをさかだてる,ひどく怒った顔つきをすること,慣用句
2201,顔に紅葉を散らす,かおにもみじをちらす,恥ずかしさや怒りで顔を赤くすること,慣用句
2202,鼻と口が近い,はなとくちがちかい,食べ物をすぐに口に入れられること（転じて、欲深いこと）,慣用句
2203,目が肥える,めがこえる,良い物と悪い物を見分ける力がつくこと,慣用句
2204,手を打つ,てをうつ,解決策を講じること、または契約を締結すること,慣用句
2205,心を打つ,こころをうつ,感動させる、強く印象付ける,慣用句
2206,舌先三寸,したさきさんずん,口先だけで巧みに人を騙すこと,慣用句
2207,二枚舌を使う,にまいじたをつかう,矛盾したことを言うこと,慣用句
2208,雨後の筍,うごのたけのこ,物事が次々に発生すること,慣用句
2209,口から先に生まれたよう,くちからさきにうまれたよう,おしゃべりで口が達者なこと,慣用句
2210,声をかける,こえをかける,人に呼びかけたり、挨拶したりすること,慣用句
2211,声を揃える,こえをそろえる,皆が同時に同じことを言うこと,慣用句
2212,青菜に塩,あおなにしお,元気をなくして、しおれてしまうこと,ことわざ
2213,火の用心灸の不養生,ひのようじんきゅうのふようじょう,他人の心配ばかりして自分のことを怠ること,ことわざ
2214,隣の病より身の不養生,となりのやまよりみのふようじょう,他人の心配より自分の身を心配せよ,ことわざ
2215,百日の説法屁一つ,ひゃくにちのせっぽうへひとつ,いくら長く説教しても、少しも効果がないこと,ことわざ
2216,転石苔むさず,てんせきこけむさず,常に活動している人は、よどみがなく新鮮であること,ことわざ
2217,毒を食らわば皿まで,どくをくらわばさらまで,一度悪事に手を出した以上は、最後まで徹底的に悪事を働くこと,ことわざ
2218,月夜に釜を抜かれる,つきよにかまをぬかれる,油断していて大切なものを盗まれること,ことわざ
2219,鰯の頭も信心から,いわしのあたまもじんしんから,どんなつまらないものでも、信仰すれば尊く思われること,ことわざ
2220,旅は恥のかき捨て,たびははじのかきすて,旅先ではどうせ二度と会わないのだから、恥をかいても構わないこと,ことわざ
2221,一寸の光陰軽んずべからず,いっすんのこういんかろんずべからず,わずかな時間でも大切にすべきだということ,ことわざ
2222,一病息災,いちびょうそくさい,一つ病気を持っている人は、健康に気を付けるためかえって長生きすること,ことわざ
2223,一文惜しみの百失い,いちもんおしみひゃくうしない,わずかな金を惜しんだために、多くの損をすること,ことわざ
2224,魚心あれば水心,うおごころあればみずごころ,相手が好意を示せば、こちらも好意で応じる気持ちになること,ことわざ
2225,嘘から出た実,うそからでたまこと,嘘だと思っていたことが、偶然に事実となること,ことわざ
2226,鬼の霍乱,おにのかくらん,普段健康な人が珍しく病気にかかること,ことわざ
2227,河童の屁,かっぱのへ,取るに足りないこと、全く効き目がないこと,ことわざ
2228,窮すれば通ず,きゅうすればつうず,困窮すれば、かえって打開策が見つかるものだということ,ことわざ
2229,亭主の好きな赤烏帽子,ていしゅのすきなあかえぼし,夫の好みに妻が合わせること,ことわざ
2230,苦は楽の種,くはらくのたね,苦労は後々の楽しみや幸福の元となること,ことわざ
2231,改めずんば是れ悪,あらためずんばこれあく,過ちを改めなければ、それは過ちである,故事成語
2232,仇も情けも我が身から,あだもなさけもわがみから,人にしたことは、善悪ともに自分に返ってくること,ことわざ
2233,当たって砕けろ,あたってくだけろ,結果を恐れず、思い切ってやってみろ,ことわざ
2234,慌てる乞食はもらいが少ない,あわてるこじきはもらいがすくない,慌てて行動すると失敗し、かえって損をすること,ことわざ
2235,水は方円の器に従う,みずはほうえんのうつわにしたがう,人は環境や状況によって、良くも悪くもなること,故事成語
2236,下手な考え休むに似たり,へたなかんがえやすむににたり,中途半端な考えでは、何もしないのと同じだ,ことわざ
2237,地獄の釜の蓋が開く,じごくのかまのふたがあく,非常に忙しい時期のこと,ことわざ
2238,当たらずとも遠からず,あたらずともとおからず,完全に正しくはないが、大体合っていること,ことわざ
2239,三方一両損,さんぽういちりょうぞん,三者が均等に損害を分担して、事を円満に解決すること,ことわざ
2240,親しき仲にも礼儀あり,したしきなかにもれいぎあり,どんなに親しい関係でも、最低限の礼儀は必要である,ことわざ
2241,猫の目のように変わる,ねこのめのようにかわる,物事が目まぐるしく変化すること,ことわざ
2242,岡目八目,おかめはちもく,当事者よりも、部外者のほうが物事の状況を正確に判断できること,ことわざ
2243,触らぬ神に祟りなし,さわらぬかみになたたりなし,余計な手出しをしなければ、災いを招かないこと,ことわざ
2244,住めば都,すめばみやこ,どんな所でも、住み慣れれば住み心地がよくなること,ことわざ
2245,見ぬが花,みぬがはな,想像する美しさや素晴らしさは、実際に見るよりも優れていること,ことわざ
2246,水を打ったよう,みずをうったよう,その場にいた人々が、静まり返ってしまう様子,慣用句
2247,頭隠して尻隠さず,あたまかくしてしりかくさず,悪事や欠点の一部を隠しても、全体がばれていること,ことわざ
2248,立つ瀬がない,たつせがない,自分の立場や面目を保つことができないこと,慣用句
2249,お里が知れる,おさとがしれる,言動によって育ちや素性がわかること,慣用句
2250,お門違い,おかどちがい,見当違いなこと、筋違いなこと,慣用句
2251,臍を噛む,ほぞをかむ,後悔しても取り返しがつかないこと,慣用句
2252,一日の長,いちじつのちょう,わずかに優れていること,慣用句
2253,以て瞑すべし,もってめいすべし,もはや思い残すことはない,故事成語
2254,地の利,ちのり,土地の有利な条件,慣用句
2255,無用の長物,むようのちょうぶつ,役に立たないばかりか、邪魔になるもの,慣用句
2256,窮余の一策,きゅうよのいっさく,苦しまぎれの最後の手段,慣用句
2257,焼け太り,やけぶとり,火事などの災難に遭った後、かえって財産が増えること,慣用句
2258,尻が重い,しりがおもい,行動が遅く、なかなか物事に取りかからないこと,慣用句
2259,間が持たない,まがもたない,退屈で時間を持て余すこと,慣用句
2260,身が入る,みがはいる,真剣に物事に取り組むこと,慣用句
2261,顔に書いてある,かおにかいてある,思っていることが顔の表情に出ていること,慣用句
2262,**当面の間**,とうめんのあいだ,しばらくの間、当分の間,慣用句
2263,**尻をまくる**,しりをまくる,相手に強く反発する、居直る,慣用句
2264,**舌足らず**,したたらず,言葉遣いが不明瞭なこと、または幼い感じのこと,慣用句
2265,**寝返りを打つ**,ねがえりをうつ,①寝ている間に姿勢を変える ②味方から敵に回ること,慣用句
2266,**気を遣う**,きをつかう,相手に配慮する、気配りする,慣用句
2267,代わりに: **足元がおぼつかない**,あしもとがおぼつかない,歩き方が不安定な様子,慣用句
2268,代わりに: **一事が万事**,いちじがばんじ,一つのことからすべてのことが推し量れること,ことわざ
2269,代わりに: **腕の見せ所**,うでのみせどころ,自分の能力を発揮するべき場面,慣用句
2270,代わりに: **お茶にする**,おちゃにする,休憩したり、軽食をとったりすること,慣用句
2271,代わりに: **顔が立つ**,かおがたつ,面目が保たれる,慣用句
2272,代わりに: **肩入れする**,かたいれする,ひいきして手助けする,慣用句
2273,代わりに: **気が咎める**,きがとがめる,悪いことをしたと感じて良心が痛む,慣用句
2274,代わりに: **口が悪い**,くちがわるい,人に対して辛辣なことを言う,慣用句
2275,代わりに: **腰が引ける**,こしがひける,自信がなく、尻込みする,慣用句
2276,代わりに: **高みの見物**,たかみのけんぶつ,争いなどに参加せず、安全な場所から見ていること,慣用句
2277,代わりに: **手を取り合う**,てをとりあう,協力し合う,慣用句
2278,代わりに: **とどのつまり**,とどのつまり,結局、最終的には,慣用句
2279,代わりに: **喉を鳴らす**,のどをならす,気持ちよさそうに声を出す,慣用句
2280,代わりに: **拍子に乗る**,ひょうしにのる,調子に乗る,慣用句
2281,代わりに: **白紙に戻す**,はくしにもどす,計画などを最初からやり直す,慣用句
2282,代わりに: **守りの姿勢**,まもりのしせい,消極的な態度、現状維持を図る態度,慣用句
2283,代わりに: **朝に夕べに**,あしたにゆうべに,毎日、いつも,慣用句
2284,代わりに: **逆境に立つ**,ぎゃっきょうにたつ,困難な状況に直面する,慣用句
2285,代わりに: **五十の坂**,ごじゅうのさか,人生の曲がり角、転機,ことわざ
2286,代わりに: **呉下の阿蒙**,ごかのあもう,昔と変わらず進歩がない人,故事成語
2287,代わりに: **風の吹き回し**,かぜのふきまわし,事の成り行き、状況の変化,慣用句
2288,代わりに: **文句なし**,もんくなし,全く異議がない、完璧である,慣用句
2289,代わりに: **おのれを責める**,おのれをせめる,自分自身の過ちを深く反省する,慣用句
2290,代わりに: **血も凍る**,ちもこおる,非常に恐ろしい,慣用句
2291,代わりに: **水くさい**,みずくさい,他人行儀で隔たりがあること,慣用句
2292,代わりに: **目を見張る**,めをみはる,驚きや感心で大きく目を見開く,慣用句
2293,代わりに: **二の次**,にのつぎ,重要度が低いこと,慣用句
2294,代わりに: **後手後手**,ごてごて,対応が遅れてしまうこと,慣用句
2295,代わりに: **水の泡**,みずのあわ,努力などが無駄になること,慣用句
2296,代わりに: **根掘り葉掘り**,ねほりはほり,徹底的に尋ねる,慣用句
2297,代わりに: **七面倒臭い**,ななめんどうくさい,非常に面倒である,慣用句
2298,代わりに: **青い鳥**,あおいとり,幸福の象徴、手の届かない理想,慣用句
2299,代わりに: **危機感**,ききかん,危険が迫っていると感じる気持ち,慣用句
2300,代わりに: **百害あって一利なし**,ひゃくがいあっていちりなし,害ばかり多くて何の利益もないこと,ことわざ
